No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
46327,2015,4,15,6,1,92.0,128.0,100.0,102.0,5.0,81.0,1000.0,8.0,cv,3.12,0.0,0.0
46328,2015,4,15,7,1,101.0,135.0,117.0,127.0,7.0,76.0,1000.0,11.0,NE,0.89,0.0,0.0
46329,2015,4,15,8,1,119.0,146.0,125.0,144.0,6.0,58.0,1000.0,14.0,cv,0.89,0.0,0.0
46330,2015,4,15,9,1,120.0,160.0,148.0,128.0,7.0,51.0,1000.0,17.0,cv,1.78,0.0,0.0
46331,2015,4,15,10,1,134.0,164.0,245.0,143.0,6.0,42.0,1000.0,19.0,cv,2.67,0.0,0.0
46332,2015,4,15,11,1,128.5,148.0,212.0,140.0,6.0,42.0,999.0,19.0,SE,1.79,0.0,0.0
46333,2015,4,15,12,1,123.0,158.0,146.0,143.0,7.0,42.0,998.0,20.0,SE,4.92,0.0,0.0
46334,2015,4,15,13,1,117.5,156.0,155.0,142.0,7.0,37.0,997.0,22.0,SE,8.05,0.0,0.0
46335,2015,4,15,14,1,112.0,143.0,119.5,132.0,7.0,35.0,996.0,23.0,cv,1.79,0.0,0.0
46336,2015,4,15,15,1,140.0,147.0,84.0,135.0,7.0,35.0,995.0,23.0,SE,1.79,0.0,0.0
46337,2015,4,15,16,1,139.0,149.0,142.0,139.0,7.0,33.0,994.0,24.0,cv,1.79,0.0,0.0
46338,2015,4,15,17,1,139.0,151.0,138.0,165.0,9.0,40.0,994.0,23.0,SE,3.13,0.0,0.0
46339,2015,4,15,18,1,284.0,390.0,277.0,328.0,3.0,25.0,997.0,24.0,NW,8.94,0.0,0.0
46340,2015,4,15,19,1,126.0,143.0,111.0,722.0,1.0,26.0,1000.0,21.0,NW,22.8,0.0,0.0
46341,2015,4,15,20,1,75.0,100.0,78.0,161.0,0.0,27.0,1003.0,19.0,NW,35.76,0.0,0.0
46342,2015,4,15,21,1,78.0,110.5,74.0,134.0,-3.0,22.0,1004.0,19.0,NW,45.59,0.0,0.0
46343,2015,4,15,22,1,84.0,121.0,78.0,130.0,-4.0,22.0,1005.0,18.0,NW,57.66,0.0,0.0
46344,2015,4,15,23,1,81.0,121.0,78.0,128.0,-6.0,20.0,1006.0,17.0,NW,69.73,0.0,0.0
46345,2015,4,16,0,1,77.0,127.0,78.0,128.0,-12.0,12.0,1007.0,17.0,NW,78.67,0.0,0.0
46346,2015,4,16,1,1,57.0,94.0,58.0,101.0,-17.0,8.0,1009.0,16.0,NW,92.53,0.0,0.0
46347,2015,4,16,2,1,39.0,58.0,36.0,74.0,-17.0,9.0,1010.0,15.0,NW,105.49,0.0,0.0
46348,2015,4,16,3,1,27.0,38.0,30.0,59.0,-16.0,11.0,1011.0,14.0,NW,115.32,0.0,0.0
46349,2015,4,16,4,1,17.0,28.0,20.0,44.0,-14.0,13.0,1011.0,13.0,NW,123.37,0.0,0.0
46350,2015,4,16,5,1,11.0,21.0,15.0,37.0,-13.0,16.0,1012.0,12.0,NW,128.29,0.0,0.0
46351,2015,4,16,6,1,10.0,11.0,10.0,35.0,-14.0,14.0,1013.0,12.0,NW,137.23,0.0,0.0
46352,2015,4,16,7,1,5.0,12.0,8.0,31.0,-12.0,16.0,1014.0,13.0,NW,146.17,0.0,0.0
46353,2015,4,16,8,1,13.0,15.0,7.0,32.0,-11.0,15.0,1014.0,15.0,NW,154.22,0.0,0.0
46354,2015,4,16,9,1,10.0,17.0,7.0,28.0,-11.0,14.0,1014.0,16.0,NW,162.27,0.0,0.0
46355,2015,4,16,10,1,6.0,15.0,12.0,17.5,-13.0,11.0,1014.0,17.0,NW,174.34,0.0,0.0
46356,2015,4,16,11,1,10.0,8.0,6.0,7.0,-11.0,12.0,1014.0,18.0,NW,185.52,0.0,0.0
46357,2015,4,16,12,1,12.0,19.0,15.0,7.0,-12.0,11.0,1013.0,19.0,NW,193.57,0.0,0.0
46358,2015,4,16,13,1,7.0,6.0,3.0,8.0,-9.0,13.0,1012.0,20.0,NW,198.49,0.0,0.0
46359,2015,4,16,14,1,10.0,11.0,225.0,3.0,-11.0,11.0,1011.0,20.0,NW,204.3,0.0,0.0
46360,2015,4,16,15,1,14.0,18.0,215.61111111111111,1.0,-12.0,10.0,1010.0,20.0,NW,209.22,0.0,0.0
46361,2015,4,16,16,1,15.0,13.0,206.22222222222223,12.0,-13.0,9.0,1009.0,21.0,NW,218.16,0.0,0.0
46362,2015,4,16,17,1,20.0,20.0,196.83333333333334,16.0,-13.0,9.0,1009.0,21.0,NW,223.97,0.0,0.0
46363,2015,4,16,18,1,22.0,23.0,187.44444444444446,18.0,-10.0,13.0,1008.0,19.0,SE,8.94,0.0,0.0
46364,2015,4,16,19,1,36.0,37.0,178.05555555555554,32.0,-7.0,17.0,1009.0,18.0,SE,14.75,0.0,0.0
46365,2015,4,16,20,1,32.0,45.0,168.66666666666666,34.0,-6.0,20.0,1009.0,17.0,SE,22.8,0.0,0.0
46366,2015,4,16,21,1,41.0,40.0,159.27777777777777,44.0,-7.0,18.0,1010.0,17.0,SE,29.95,0.0,0.0
46367,2015,4,16,22,1,42.0,51.0,149.88888888888889,43.0,-5.0,21.0,1010.0,17.0,SE,35.76,0.0,0.0
46368,2015,4,16,23,1,47.0,61.0,140.5,43.0,-5.0,23.0,1010.0,16.0,SE,42.91,0.0,0.0
46369,2015,4,17,0,1,53.0,62.0,131.11111111111111,45.0,-5.0,23.0,1010.0,16.0,SE,50.06,0.0,0.0
46370,2015,4,17,1,1,50.0,54.0,121.72222222222221,45.0,-4.0,26.0,1010.0,15.0,SE,54.08,0.0,0.0
46371,2015,4,17,2,1,45.0,60.0,112.33333333333333,50.0,-5.0,26.0,1009.0,14.0,SE,59.0,0.0,0.0
46372,2015,4,17,3,1,47.0,62.0,102.94444444444444,51.0,-4.0,30.0,1009.0,13.0,SE,60.79,0.0,0.0
46373,2015,4,17,4,1,45.0,63.0,93.55555555555554,42.0,-2.0,49.0,1009.0,8.0,cv,0.45,0.0,0.0
46374,2015,4,17,5,1,43.0,84.0,84.16666666666666,53.0,-1.0,60.0,1009.0,6.0,cv,1.34,0.0,0.0
46375,2015,4,17,6,1,113.0,58.0,74.77777777777777,60.0,0.0,60.0,1009.0,7.0,cv,2.23,0.0,0.0
46376,2015,4,17,7,1,240.0,83.0,65.38888888888889,62.0,2.0,70.0,1009.0,7.0,cv,3.12,0.0,0.0
46377,2015,4,17,8,1,154.5,91.33333333333333,56.0,61.0,0.0,43.0,1009.0,12.0,cv,4.01,0.0,0.0
46378,2015,4,17,9,1,69.0,99.66666666666667,72.0,79.0,1.0,38.0,1010.0,15.0,cv,4.9,0.0,0.0
46379,2015,4,17,10,1,70.0,108.0,81.0,76.0,1.0,31.0,1010.0,18.0,cv,5.79,0.0,0.0
46380,2015,4,17,11,1,82.0,110.0,78.0,77.0,2.0,32.0,1010.0,19.0,SE,1.79,0.0,0.0
46381,2015,4,17,12,1,76.0,98.0,72.0,67.0,-1.0,21.0,1008.0,22.0,SE,5.81,0.0,0.0
46382,2015,4,17,13,1,81.0,80.0,74.0,71.0,-1.0,20.0,1008.0,23.0,SE,10.73,0.0,0.0
46383,2015,4,17,14,1,76.0,78.0,69.0,63.0,0.0,19.0,1007.0,25.0,SE,15.65,0.0,0.0
46384,2015,4,17,15,1,70.0,79.0,72.0,62.0,-1.0,16.0,1006.0,26.0,SE,20.57,0.0,0.0
46385,2015,4,17,16,1,79.0,79.0,60.0,86.0,-3.0,14.0,1006.0,26.0,SE,26.38,0.0,0.0
46386,2015,4,17,17,1,77.0,78.0,64.0,108.0,-2.0,16.0,1006.0,25.0,SE,32.19,0.0,0.0
46387,2015,4,17,18,1,84.0,77.0,72.0,105.0,2.0,25.0,1006.0,23.0,SE,37.11,0.0,0.0
46388,2015,4,17,19,1,111.0,119.0,106.0,130.0,2.0,28.0,1007.0,21.0,SE,40.24,0.0,0.0
46389,2015,4,17,20,1,119.0,137.0,120.0,139.0,3.0,30.0,1008.0,21.0,SE,42.03,0.0,0.0
46390,2015,4,17,21,1,460.0,141.0,112.0,139.0,4.0,39.0,1009.0,18.0,cv,0.89,0.0,0.0
46391,2015,4,17,22,1,196.0,148.0,146.0,108.0,6.0,48.0,1009.0,17.0,SE,0.89,0.0,0.0
46392,2015,4,17,23,1,110.0,166.0,253.0,130.0,5.0,47.0,1010.0,16.0,cv,0.89,0.0,0.0
46393,2015,4,18,0,1,118.0,154.0,121.0,129.0,5.0,47.0,1010.0,16.0,cv,1.78,0.0,0.0
46394,2015,4,18,1,1,116.0,149.0,122.0,121.0,5.0,47.0,1010.0,16.0,SE,1.79,0.0,0.0
46395,2015,4,18,2,1,134.0,135.0,120.0,119.0,5.0,47.0,1010.0,16.0,SE,3.58,0.0,0.0
46396,2015,4,18,3,1,130.0,131.0,116.0,118.0,6.0,54.0,1010.0,15.0,cv,0.89,0.0,0.0
46397,2015,4,18,4,1,121.0,146.0,115.0,122.0,6.0,58.0,1010.0,14.0,NE,0.89,0.0,0.0
46398,2015,4,18,5,1,126.0,149.0,116.0,126.0,6.0,58.0,1010.0,14.0,SE,0.89,0.0,0.0
46399,2015,4,18,6,1,132.0,161.0,139.0,144.0,6.0,58.0,1010.0,14.0,cv,0.89,0.0,0.0
46400,2015,4,18,7,1,141.0,171.0,148.0,153.0,7.0,58.0,1011.0,15.0,cv,1.78,0.0,0.0
46401,2015,4,18,8,1,159.0,188.0,153.0,164.0,8.0,62.0,1011.0,15.0,SE,1.79,0.0,0.0
46402,2015,4,18,9,1,168.0,182.0,160.0,161.0,7.0,55.0,1011.0,16.0,NE,1.79,0.0,0.0
46403,2015,4,18,10,1,178.0,196.0,171.0,171.0,8.0,51.0,1012.0,18.0,cv,0.89,0.0,0.0
46404,2015,4,18,11,1,176.0,192.0,181.0,175.0,10.0,52.0,1011.0,20.0,SE,1.79,0.0,0.0
46405,2015,4,18,12,1,167.0,187.0,165.0,161.0,10.0,49.0,1011.0,21.0,NE,1.79,0.0,0.0
46406,2015,4,18,13,1,173.0,183.0,168.0,152.0,10.0,49.0,1011.0,21.0,cv,0.89,0.0,0.0
46407,2015,4,18,14,1,179.0,190.0,172.0,173.0,11.0,49.0,1010.0,22.0,SE,1.79,0.0,0.0
46408,2015,4,18,15,1,187.0,199.0,175.0,196.0,11.0,52.0,1010.0,21.0,SE,3.58,0.0,0.0
46409,2015,4,18,16,1,190.0,191.0,175.0,180.0,10.0,49.0,1009.0,21.0,SE,5.37,0.0,0.0
46410,2015,4,18,17,1,175.0,179.0,158.0,162.0,10.0,49.0,1009.0,21.0,SE,8.5,0.0,0.0
46411,2015,4,18,18,1,174.0,183.0,162.0,172.0,10.0,52.0,1010.0,20.0,SE,9.39,0.0,0.0
46412,2015,4,18,19,1,141.0,133.0,109.0,89.0,10.0,55.0,1010.0,19.0,cv,0.89,0.0,0.0
46413,2015,4,18,20,1,108.0,45.0,36.0,44.0,11.0,59.0,1011.0,19.0,SE,3.13,0.0,0.0
46414,2015,4,18,21,1,75.0,52.0,70.0,61.0,7.0,45.0,1012.0,19.0,cv,1.79,0.0,0.0
46415,2015,4,18,22,1,131.0,108.0,113.0,122.0,7.0,48.0,1012.0,18.0,SE,1.79,0.0,0.0
46416,2015,4,18,23,1,121.0,114.0,104.0,109.0,8.0,51.0,1012.0,18.0,SE,5.81,0.0,0.0
46417,2015,4,19,0,1,114.0,102.0,99.0,109.0,11.0,67.0,1012.0,17.0,SE,8.94,0.0,0.0
46418,2015,4,19,1,1,114.0,96.0,104.0,103.0,11.0,76.0,1012.0,15.0,SE,10.73,0.0,0.0
46419,2015,4,19,2,1,100.0,103.0,91.0,106.0,11.0,76.0,1013.0,15.0,NW,1.79,0.0,0.0
46420,2015,4,19,3,1,75.0,99.0,81.0,81.0,10.0,76.0,1012.0,14.0,NW,3.58,0.0,0.0
46421,2015,4,19,4,1,50.0,59.0,71.0,45.0,10.0,81.0,1012.0,13.0,NW,5.37,0.0,0.0
46422,2015,4,19,5,1,49.0,68.0,72.0,57.0,9.0,76.0,1013.0,13.0,NW,7.16,0.0,0.0
46423,2015,4,19,6,1,55.0,57.0,81.0,44.0,8.0,76.0,1014.0,12.0,NW,10.29,0.0,0.0
46424,2015,4,19,7,1,41.0,46.0,94.0,30.0,4.0,47.0,1014.0,15.0,NW,13.42,0.0,0.0
46425,2015,4,19,8,1,82.0,37.0,88.0,28.0,-2.0,27.0,1015.0,17.0,NE,5.81,0.0,0.0
46426,2015,4,19,9,1,66.0,28.0,70.0,48.0,-4.0,22.0,1016.0,18.0,NE,10.73,0.0,0.0
46427,2015,4,19,10,1,63.0,39.0,28.0,42.0,-5.0,19.0,1016.0,19.0,NW,5.81,0.0,0.0
46428,2015,4,19,11,1,55.0,46.0,24.0,27.0,-9.0,14.0,1016.0,19.0,NW,12.96,0.0,0.0
46429,2015,4,19,12,1,50.0,28.0,10.0,28.0,-9.0,13.0,1015.0,20.0,NE,5.81,0.0,0.0
46430,2015,4,19,13,1,47.0,30.0,39.0,35.0,-8.0,14.0,1015.0,20.0,NE,10.73,0.0,0.0
46431,2015,4,19,14,1,46.0,56.0,25.0,35.0,-12.0,9.0,1014.0,21.0,NE,14.75,0.0,0.0
46432,2015,4,19,15,1,42.0,60.0,18.0,38.0,-11.0,10.0,1013.0,22.0,NW,1.79,0.0,0.0
46433,2015,4,19,16,1,40.0,31.0,22.0,35.0,-9.0,11.0,1013.0,22.0,cv,0.89,0.0,0.0
46434,2015,4,19,17,1,80.0,24.0,35.0,61.0,-9.0,11.0,1013.0,22.0,cv,2.68,0.0,0.0
46435,2015,4,19,18,1,107.0,104.0,94.0,96.0,-12.0,9.0,1013.0,21.0,SE,1.79,0.0,0.0
46436,2015,4,19,19,1,93.0,91.0,106.0,87.0,7.0,48.0,1014.0,18.0,SE,7.6,0.0,0.0
46437,2015,4,19,20,1,90.0,81.0,96.0,87.0,7.0,55.0,1015.0,16.0,SE,11.62,0.0,0.0
46438,2015,4,19,21,1,86.0,79.0,87.0,79.0,7.0,62.0,1016.0,14.0,SE,14.75,0.0,0.0
46439,2015,4,19,22,1,85.0,81.0,81.0,77.0,7.0,66.0,1016.0,13.0,SE,17.88,0.0,0.0
46440,2015,4,19,23,1,84.0,94.0,75.0,87.0,6.0,66.0,1016.0,12.0,SE,19.67,0.0,0.0
46441,2015,4,20,0,1,88.0,83.0,79.0,87.0,7.0,76.0,1017.0,11.0,cv,0.89,0.0,0.0
46442,2015,4,20,1,1,83.0,91.0,87.0,92.0,7.0,87.0,1017.0,9.0,SE,0.89,0.0,0.0
46443,2015,4,20,2,1,84.0,91.0,79.0,88.0,7.0,93.0,1016.0,8.0,NE,0.89,0.0,0.0
46444,2015,4,20,3,1,83.0,100.0,87.0,90.0,6.0,87.0,1016.0,8.0,SE,0.89,0.0,0.0
46445,2015,4,20,4,1,80.0,105.0,81.0,97.0,6.0,87.0,1016.0,8.0,cv,0.45,0.0,0.0
46446,2015,4,20,5,1,89.0,110.0,88.0,96.0,6.0,93.0,1016.0,7.0,cv,1.34,0.0,0.0
46447,2015,4,20,6,1,99.0,124.0,87.0,109.0,6.0,93.0,1016.0,7.0,NW,0.89,0.0,0.0
46448,2015,4,20,7,1,98.0,118.0,102.0,95.0,8.0,87.0,1017.0,10.0,NE,0.89,0.0,0.0
46449,2015,4,20,8,1,87.0,98.0,103.0,71.0,5.0,54.0,1017.0,14.0,cv,0.89,0.0,0.0
46450,2015,4,20,9,1,52.0,79.0,70.0,52.0,1.0,33.0,1017.0,17.0,cv,1.78,0.0,0.0
46451,2015,4,20,10,1,37.0,6.0,40.0,30.0,-2.0,24.0,1017.0,19.0,NW,1.79,0.0,0.0
46452,2015,4,20,11,1,40.0,27.0,38.0,26.0,-10.0,12.0,1016.0,20.0,cv,3.13,0.0,0.0
46453,2015,4,20,12,1,45.0,36.0,36.0,41.0,-5.0,15.0,1015.0,22.0,cv,7.15,0.0,0.0
46454,2015,4,20,13,1,30.0,39.0,28.0,26.0,-6.0,14.0,1013.0,22.0,SE,4.02,0.0,0.0
46455,2015,4,20,14,1,36.0,37.0,51.0,44.0,-8.0,12.0,1013.0,22.0,SE,8.94,0.0,0.0
46456,2015,4,20,15,1,40.0,40.0,38.0,42.0,-7.0,12.0,1011.0,23.0,SE,16.09,0.0,0.0
46457,2015,4,20,16,1,58.0,54.0,59.0,61.0,-5.0,15.0,1011.0,23.0,SE,24.14,0.0,0.0
46458,2015,4,20,17,1,65.0,67.0,66.0,57.0,-1.0,21.0,1010.0,22.0,SE,32.19,0.0,0.0
46459,2015,4,20,18,1,79.0,72.0,73.0,75.0,-2.0,21.0,1010.0,21.0,SE,38.0,0.0,0.0
46460,2015,4,20,19,1,116.0,107.0,113.0,116.0,0.0,27.0,1011.0,19.0,SE,42.92,0.0,0.0
46461,2015,4,20,20,1,141.0,144.0,135.0,137.0,4.0,37.0,1011.0,19.0,SE,47.84,0.0,0.0
46462,2015,4,20,21,1,96.0,115.0,106.0,96.0,7.0,48.0,1012.0,18.0,SE,51.86,0.0,0.0
46463,2015,4,20,22,1,87.0,91.0,86.0,87.0,6.0,45.0,1012.0,18.0,SE,57.67,0.0,0.0
46464,2015,4,20,23,1,79.0,82.0,79.0,78.0,6.0,48.0,1011.0,17.0,SE,63.48,0.0,0.0
46465,2015,4,21,0,1,65.0,68.0,65.0,62.0,5.0,45.0,1011.0,17.0,SE,68.4,0.0,0.0
46466,2015,4,21,1,1,57.0,58.0,52.0,53.0,4.0,44.0,1011.0,16.0,SE,72.42,0.0,0.0
46467,2015,4,21,2,1,57.0,61.0,57.0,53.0,4.0,47.0,1010.0,15.0,SE,75.55,0.0,0.0
46468,2015,4,21,3,1,58.0,61.0,55.0,56.0,4.0,61.0,1010.0,11.0,cv,0.89,0.0,0.0
46469,2015,4,21,4,1,63.0,83.0,55.0,61.0,4.0,75.0,1010.0,8.0,NW,1.79,0.0,0.0
46470,2015,4,21,5,1,62.0,75.0,60.0,66.0,4.0,75.0,1009.0,8.0,cv,0.89,0.0,0.0
46471,2015,4,21,6,1,64.0,106.0,68.0,96.0,5.0,81.0,1010.0,8.0,cv,1.78,0.0,0.0
46472,2015,4,21,7,1,106.0,112.0,95.0,101.0,6.0,66.0,1010.0,12.0,cv,2.67,0.0,0.0
46473,2015,4,21,8,1,117.0,110.0,113.0,110.0,7.0,58.0,1010.0,15.0,cv,3.56,0.0,0.0
46474,2015,4,21,9,1,118.0,134.0,124.0,107.0,6.0,48.0,1010.0,17.0,cv,4.45,0.0,0.0
46475,2015,4,21,10,1,123.0,124.0,122.0,113.0,6.0,39.0,1010.0,20.0,cv,5.34,0.0,0.0
46476,2015,4,21,11,1,115.0,126.0,119.0,96.0,5.0,31.0,1009.0,23.0,SE,3.13,0.0,0.0
46477,2015,4,21,12,1,81.0,76.0,78.0,96.0,4.0,24.0,1007.0,26.0,SE,8.05,0.0,0.0
46478,2015,4,21,13,1,45.0,38.0,49.0,57.0,0.0,17.0,1006.0,27.0,SE,13.86,0.0,0.0
46479,2015,4,21,14,1,39.0,31.0,43.0,44.0,-1.0,15.0,1006.0,27.0,SE,17.88,0.0,0.0
46480,2015,4,21,15,1,49.0,45.0,35.0,46.0,1.0,22.0,1007.0,24.0,NE,4.92,0.0,0.0
46481,2015,4,21,16,1,72.0,54.0,74.0,69.0,-1.0,17.0,1007.0,25.0,NE,8.05,0.0,0.0
46482,2015,4,21,17,1,37.0,26.0,29.0,37.0,-4.0,13.0,1008.0,26.0,NE,12.97,0.0,0.0
46483,2015,4,21,18,1,24.0,17.0,26.0,18.0,-6.0,12.0,1009.0,25.0,NW,7.15,0.0,0.0
46484,2015,4,21,19,1,27.0,14.0,22.0,27.0,-5.0,15.0,1011.0,22.0,NW,15.2,0.0,0.0
46485,2015,4,21,20,1,24.0,19.0,13.0,22.0,-5.0,18.0,1013.0,20.0,NW,22.35,0.0,0.0
46486,2015,4,21,21,1,17.0,28.0,23.0,25.0,-2.0,27.0,1014.0,17.0,NW,26.37,0.0,0.0
46487,2015,4,21,22,1,23.0,48.0,18.0,26.0,-2.0,30.0,1016.0,15.0,NW,29.5,0.0,0.0
46488,2015,4,21,23,1,28.0,49.0,22.0,35.0,-1.0,33.0,1017.0,15.0,SE,0.89,0.0,0.0
46489,2015,4,22,0,1,32.0,53.0,24.0,48.0,0.0,46.0,1018.0,11.0,NW,0.89,0.0,0.0
46490,2015,4,22,1,1,61.0,65.0,61.0,59.0,2.0,41.0,1018.0,15.0,SE,4.02,0.0,0.0
46491,2015,4,22,2,1,61.0,74.0,60.0,58.0,2.0,50.0,1018.0,12.0,SE,5.81,0.0,0.0
46492,2015,4,22,3,1,59.0,79.0,64.0,67.0,4.0,61.0,1018.0,11.0,SE,6.7,0.0,0.0
46493,2015,4,22,4,1,66.0,82.0,66.0,66.0,4.0,70.0,1018.0,9.0,cv,0.89,0.0,0.0
46494,2015,4,22,5,1,65.0,91.0,65.0,74.0,4.0,70.0,1018.0,9.0,cv,1.78,0.0,0.0
46495,2015,4,22,6,1,59.0,112.0,67.0,84.0,4.0,81.0,1019.0,7.0,cv,2.23,0.0,0.0
46496,2015,4,22,7,1,67.0,122.0,81.0,84.0,5.0,62.0,1019.0,12.0,NE,1.79,0.0,0.0
46497,2015,4,22,8,1,53.0,134.0,104.0,91.0,6.0,51.0,1020.0,16.0,cv,0.89,0.0,0.0
46498,2015,4,22,9,1,47.0,75.0,71.0,52.0,5.0,42.0,1020.0,18.0,cv,1.78,0.0,0.0
46499,2015,4,22,10,1,36.0,41.0,54.0,41.0,4.0,32.0,1019.0,21.0,cv,2.67,0.0,0.0
46500,2015,4,22,11,1,32.0,38.0,37.0,45.0,-2.0,17.0,1018.0,24.0,SE,4.92,0.0,0.0
46501,2015,4,22,12,1,26.0,40.0,33.0,39.0,-3.0,15.0,1017.0,25.0,SE,10.73,0.0,0.0
46502,2015,4,22,13,1,33.0,40.0,41.0,43.0,-3.0,14.0,1016.0,26.0,SE,15.65,0.0,0.0
46503,2015,4,22,14,1,44.0,37.0,42.0,40.0,1.0,19.0,1015.0,26.0,SE,20.57,0.0,0.0
46504,2015,4,22,15,1,44.0,43.0,44.0,38.0,1.0,19.0,1014.0,26.0,SE,27.72,0.0,0.0
46505,2015,4,22,16,1,40.0,41.0,39.0,38.0,1.0,19.0,1014.0,26.0,SE,33.53,0.0,0.0
46506,2015,4,22,17,1,45.0,46.0,39.0,42.0,0.0,19.0,1014.0,25.0,SE,40.68,0.0,0.0
46507,2015,4,22,18,1,49.0,49.0,44.0,45.0,1.0,22.0,1013.0,24.0,SE,47.83,0.0,0.0
46508,2015,4,22,19,1,44.0,44.0,42.0,46.0,2.0,25.0,1013.0,23.0,SE,53.64,0.0,0.0
46509,2015,4,22,20,1,39.0,38.0,41.0,40.0,2.0,28.0,1014.0,21.0,SE,58.56,0.0,0.0
46510,2015,4,22,21,1,47.0,46.0,43.0,47.0,2.0,28.0,1014.0,21.0,SE,63.48,0.0,0.0
46511,2015,4,22,22,1,44.0,45.0,48.0,50.0,3.0,34.0,1014.0,19.0,SE,67.5,0.0,0.0
46512,2015,4,22,23,1,49.0,53.0,51.0,52.0,4.0,37.0,1014.0,19.0,SE,70.63,0.0,0.0
46513,2015,4,23,0,1,50.0,51.0,53.0,54.0,4.0,39.0,1013.0,18.0,SE,73.76,0.0,0.0
46514,2015,4,23,1,1,58.0,62.0,55.0,58.0,5.0,45.0,1013.0,17.0,SE,76.89,0.0,0.0
46515,2015,4,23,2,1,63.0,74.0,60.0,63.0,5.0,58.0,1013.0,13.0,NE,1.79,0.0,0.0
46516,2015,4,23,3,1,69.0,80.0,72.0,68.0,5.0,54.0,1012.0,14.0,SE,1.79,0.0,0.0
46517,2015,4,23,4,1,69.0,79.0,75.0,72.0,5.0,54.0,1012.0,14.0,cv,0.89,0.0,0.0
46518,2015,4,23,5,1,70.0,92.0,66.0,65.0,5.0,62.0,1012.0,12.0,cv,1.78,0.0,0.0
46519,2015,4,23,6,1,74.0,86.0,80.0,80.0,6.0,62.0,1013.0,13.0,cv,2.67,0.0,0.0
46520,2015,4,23,7,1,86.0,107.0,102.0,92.0,7.0,62.0,1013.0,14.0,NW,1.79,0.0,0.0
46521,2015,4,23,8,1,103.0,111.0,108.0,99.0,7.0,55.0,1014.0,16.0,NE,3.13,0.0,0.0
46522,2015,4,23,9,1,98.0,112.0,99.0,90.0,7.0,42.0,1014.0,20.0,NW,1.79,0.0,0.0
46523,2015,4,23,10,1,92.0,95.0,86.66666666666667,80.0,6.0,39.0,1014.0,20.0,cv,0.89,0.0,0.0
46524,2015,4,23,11,1,97.0,90.0,74.33333333333333,83.0,7.0,40.0,1014.0,21.0,NW,1.79,0.0,0.0
46525,2015,4,23,12,1,81.0,88.0,62.0,82.0,6.0,35.0,1014.0,22.0,cv,0.89,0.0,0.0
46526,2015,4,23,13,1,93.0,78.0,74.0,88.0,6.0,27.0,1013.0,26.0,cv,2.68,0.0,0.0
46527,2015,4,23,14,1,81.0,85.0,65.0,76.0,5.0,25.0,1013.0,26.0,cv,4.47,0.0,0.0
46528,2015,4,23,15,1,58.0,68.0,50.0,61.0,4.0,21.0,1013.0,28.0,cv,5.36,0.0,0.0
46529,2015,4,23,16,1,50.0,36.0,23.0,29.0,-10.0,6.0,1013.0,30.0,NW,7.15,0.0,0.0
46530,2015,4,23,17,1,30.0,32.0,11.0,21.0,-10.0,7.0,1014.0,29.0,NW,16.09,0.0,0.0
46531,2015,4,23,18,1,29.0,27.0,13.0,15.0,-9.0,9.0,1015.0,26.0,NW,23.24,0.0,0.0
46532,2015,4,23,19,1,23.0,19.0,14.0,14.0,-12.0,8.0,1016.0,24.0,NW,30.39,0.0,0.0
46533,2015,4,23,20,1,22.0,21.0,8.0,10.0,-11.0,10.0,1018.0,22.0,NE,3.13,0.0,0.0
46534,2015,4,23,21,1,26.0,55.0,15.0,24.0,-12.0,9.0,1020.0,21.0,NE,4.92,0.0,0.0
46535,2015,4,23,22,1,23.0,42.0,18.0,23.0,-8.0,18.0,1021.0,16.0,cv,0.89,0.0,0.0
46536,2015,4,23,23,1,33.0,69.0,27.0,26.0,-1.0,35.0,1022.0,14.0,cv,1.78,0.0,0.0
46537,2015,4,24,0,1,72.0,101.0,67.0,78.0,1.0,41.0,1023.0,14.0,cv,2.67,0.0,0.0
46538,2015,4,24,1,1,68.0,108.0,66.0,70.0,4.0,57.0,1023.0,12.0,cv,3.56,0.0,0.0
46539,2015,4,24,2,1,54.0,111.0,52.0,56.0,5.0,66.0,1023.0,11.0,SE,0.89,0.0,0.0
46540,2015,4,24,3,1,58.0,95.0,49.0,61.0,5.0,75.0,1023.0,9.0,cv,0.89,0.0,0.0
46541,2015,4,24,4,1,54.0,91.0,53.0,60.0,6.0,81.0,1023.0,9.0,SE,0.89,0.0,0.0
46542,2015,4,24,5,1,56.0,82.0,53.0,52.0,6.0,87.0,1023.0,8.0,SE,1.78,0.0,0.0
46543,2015,4,24,6,1,62.0,100.0,52.0,66.0,6.0,87.0,1023.0,8.0,cv,0.89,0.0,0.0
46544,2015,4,24,7,1,70.0,134.0,53.0,65.0,8.0,71.0,1024.0,13.0,cv,1.78,0.0,0.0
46545,2015,4,24,8,1,65.0,85.0,44.0,64.0,6.0,48.0,1024.0,17.0,SE,1.79,0.0,0.0
46546,2015,4,24,9,1,61.0,83.0,41.0,56.0,4.0,34.0,1023.0,20.0,SE,3.58,0.0,0.0
46547,2015,4,24,10,1,66.0,85.0,33.0,57.0,-1.0,21.0,1023.0,22.0,SE,7.6,0.0,0.0
